Sr. No., File Name, WebLinks,HTML Content,JS Content,parts,Vector,Label
6191,01140.67e11f7533ac73ebeb728c6fdb86eeff,0,0,0,6,-8.30392E-06,0
6192,01141.0ceb258e88ffd24031d1501789d50124,0,0,0,6,5.0195722E-05,0
6193,01142.fbca515af7491a2cb7eec15d7011fd7a,0,0,0,6,3.5641253E-05,0
6194,01143.a6289fefeaa0f9eeda2c0f2181651467,0,0,0,6,4.3802156E-05,0
6195,01144.7ec9f643a792038e34d2830c9e42a6c6,0,0,0,6,9.15535E-06,0
6196,01145.7a1b750e074a2a6913d014a4b545fc1a,0,0,0,6,-0.0001181948,0
6197,01146.6352d04987d2f6a99be0d9beeb7d3e15,0,0,0,6,-4.6095516E-05,0
6198,01147.d239448a535755047478e750e99c64b7,0,0,0,6,-4.3761433E-05,0
6199,01148.5d8311cf27db42e943c7f668e721db1b,0,0,0,6,-6.047157E-05,0
6200,01149.3ed8d90235a56fd4dae5e66941f574d7,0,0,0,6,8.652742E-06,0
6201,01150.b4460d83f8b7720853a3bf8cda672692,0,0,0,6,8.848016E-05,0
6202,01151.47b21fa58a53ac4ac88d78a6e1ccc282,0,0,0,6,4.2113195E-05,0
6203,01152.0306113715b577b682f6a529da8d45ab,0,0,0,6,-8.408568E-05,0
6204,01153.8f1eda9dda5ecf5698e94a08217173b1,0,0,0,6,0.0002034301,0
6205,01154.7e15e192fb60c753bafd505d25990787,0,0,0,6,0.0001136248,0
6206,01155.6f283de255ba0f35b2eabed58815142b,0,0,0,6,7.1821596E-06,0
6207,01156.813115de077758221552875e614ad48c,0,0,0,6,2.2099091E-05,0
6208,01157.f12e373828099cd001040900a6c9d151,0,0,0,6,-3.8726866E-06,0
6209,01158.6a44abff11c422803f7399f6db573b29,0,0,0,6,-0.0001161294,0
6210,01159.2815cb2878b393aa1735e1f0bbc2c888,0,0,0,6,-5.4462278E-05,0
6211,01160.3f6d380219ed7939e4ee8e4a2c4b5546,0,0,0,6,-0.0001013192,0
6212,01161.e8187ae02ef05340873371d3d1c6448b,0,0,0,6,-3.3909673E-05,0
6213,01162.4b41142b91c1d93f1e8fcfa6f43e01bd,0,0,0,6,-4.0167157E-05,0
6214,01163.ce66ad7634e93c6c76e449b74f5139c4,0,0,0,6,-1.5068836E-05,0
6215,01164.9d5c3fde5125b73106dee03f253fa36c,0,0,0,6,-0.0001231653,0
6216,01165.6ac614b3ccada8b003ad8586c8b88e4e,0,0,0,6,-2.1927795E-05,0
6217,01166.04090ab40cda3e4e022e2295c8144374,0,0,0,6,-0.0001005981,0
6218,01167.49531a4802446e1da60be6dbcb0a854c,0,0,0,6,-0.0001166969,0
6219,01168.387e59c34fb395201b4002238b8009fd,0,0,0,6,2.5556195E-05,0
6220,01169.5adc737d52bc101c6fd07732eeb5ed39,0,0,0,6,-4.2308417E-05,0
6221,01170.fb25e6eca43ff17e87fa2ff0b39575ca,0,0,0,6,-2.6169468E-05,0
6222,01171.e260c9a68b80500ebfae926e5430657b,0,0,0,6,-1.2202593E-05,0
6223,01172.1d99e860d44e5ac63799a14d4029fe6e,0,0,0,6,1.3523735E-06,0
6224,01173.0402e85910220618eac922403222d0ec,0,0,0,6,2.0437137E-05,0
6225,01174.4542031a0483b9b0cc8cb37de5e57422,0,0,0,6,-1.101171E-05,0
6226,01175.6b38ad7f9384cbe8e60578727dc52b4c,0,0,0,6,-0.0001407756,0
6227,01176.b62570033c5587aa1e0e805533cb1677,0,0,0,6,-9.415027E-05,0
6228,01177.bead19a7b498c5c483805291331e769c,0,0,0,6,1.0377075E-05,0
6229,01178.5c977dff972cd6eef64d4173b90307f0,0,0,0,6,-4.8164373E-05,0
6230,01179.1aeec6e94d2829c1dd756d3609a8eccf,0,0,0,6,-0.000042412,0
6231,01180.1a4d78b42a5f3e169cd99b57445f6c7f,0,0,0,6,-2.2503351E-05,0
6232,01181.111f3287c9a71c41b521cf0f2fcbc01e,0,0,0,6,4.84545E-05,0
6233,01182.11a37b3edb07a72f37bc144530034ddc,0,0,0,6,-0.0001745047,0
6234,01183.a6c69ac786145115a2ad4f06c986bc3d,0,0,0,6,8.613841E-05,0
6235,01184.17a1b04c885fe5cb56c60e3b9bebf7e6,0,0,0,6,9.205455E-05,0
6236,01185.f32afd8b16453630bd5dc8eed551befe,0,0,0,6,0.0001039656,0
6237,01186.0bbe8bddf593e88ef6b421b8e22caeab,0,0,0,6,0.0001102404,0
6238,01187.53063c4a5d1cd337d5c6160f2a5fad8a,0,1,0,6,-0.0001081961,0
6239,01188.562fdb9dade3c2ef5e58ff18c04367bc,0,0,0,6,-0.0001006099,0
6240,01189.98e80634df71ca4a98c7bd4d10ac2198,0,0,0,6,-0.0001310883,0
6241,01190.dd6ead8cfbe0f8c5455841ed0e944488,0,0,0,6,-4.728331E-05,0
6242,01191.2ad596e12ede306c303772b578244da5,0,0,0,6,-1.4297497E-05,0
6243,01192.5ff6d465f9c249d967776fc556e48f58,0,0,0,6,6.329882E-05,0
6244,01193.d92e89c408094154ffdc676c5a403aa9,0,0,0,6,-9.6836484E-05,0
6245,01194.99791f72d72a943330c3de0ac3990f9b,0,0,0,6,-0.0001585363,0
6246,01195.e7834b72cb6abc842f6d61f8cb08e346,0,0,0,6,-0.0001045459,0
6247,01196.bb7416e12487e0b579c7f4d190644970,0,0,0,6,-1.4810156E-05,0
6248,01197.dc4ef655f103b591edd2b5f0956c414f,0,0,0,6,-6.9491165E-05,0
6249,01198.36d6b4ab547f4246dea55380b9504064,0,0,0,6,-1.7873506E-05,0
6250,01199.9a0fef8c4a0df5974f17ad9dfd188d2a,0,0,0,6,-0.000005085,0
6251,01200.7cad0240e6c9e66d013ca8a7c2268871,0,0,0,6,-9.040783E-05,0
6252,01201.67ca3a438632acc08183a2e977619e15,0,0,0,6,6.502387E-05,0
6253,01202.0896a21e4a21e36df79b6adcdd443117,0,0,0,6,0.0001058026,0
6254,01203.3b68e16d3b1254cee663497d35a13870,0,0,0,6,-8.6465734E-05,0
6255,01204.4169626bfe949118525cf4eabd5b1e81,0,0,0,6,0.0001895367,0
6256,01205.784243c83be80461eb92f7d849b01c99,0,0,0,6,6.301755E-05,0
6257,01206.3ab24f493207df1de962814c8fe53a12,0,0,0,6,0.0001024103,0
6258,01207.73ce863acebc4b93c553e460f3eac81d,0,0,0,6,-6.259828E-05,0
6259,01208.2573497808d92e8d54c2adfd6c8c38f3,0,0,0,6,6.250277E-05,0
6260,01209.f898ade9211cc74e979ac25484aa1066,0,0,0,6,4.9230344E-05,0
6261,01210.aa0d35504060ae5934a74b6ebcc65775,0,0,0,6,2.9112358E-05,0
6262,01211.d70576ff4cc0eb62fdb143ab7123cef7,0,0,0,6,-1.4871162E-05,0
6263,01212.9ec77822dfa139740beadd47065a06da,0,0,0,6,-3.162811E-05,0
6264,01213.39bee89f032edacb6f8eda5e83bfb154,0,0,0,6,4.816137E-05,0
6265,01214.f23e48bd0d0341d460456da3f8f67dc0,0,0,0,6,5.660039E-05,0
6266,01215.aefa2bc36c007867211c5d6ec6ec801f,0,0,0,6,0.000060292,0
6267,01216.4dd33d22b4b0004c6b95b771c2881bcc,0,0,0,6,-2.0216428E-05,0
6268,01217.f3cdc54372082fffd2dd3ac5686a2645,0,0,0,6,-9.008256E-05,0
6269,01218.f246a52bdba8c97ff7356a853caacbbd,0,0,0,6,-6.16449E-05,0
6270,01219.50adc817a4030488b469957b74e551c2,0,0,0,6,0.0001012541,0
6271,01220.e55da7f9e0ac000392bf41910c87642d,0,0,0,6,0.0001397537,0
6272,01221.d30e48a0c5ab88993f5d3b9e934c724e,0,0,0,6,2.398783E-05,0
6273,01222.1fec3adca72a796b71bf14d0e4c64ebe,0,0,0,6,5.4444263E-06,0
6274,01223.3e4bf4c4b5151a46b40e5caacd368ad2,0,0,0,6,-0.0001253136,0
6275,01224.9a1ab58ee0dfbe03561e80fb9c84071e,0,0,0,6,-0.00011614,0
6276,01225.71c8590849d96555fde5e7808616b484,0,0,0,6,-0.000011708,0
6277,01226.79de0c0f26c26ba6e6021366da834e3e,0,0,0,6,-3.015808E-05,0
6278,01227.2a74d803e3b1d121faad841830195140,0,0,0,6,-0.0001245168,0
6279,01228.5d8cae656dad21c870aa24edf74f4d40,0,0,0,6,-0.0001338334,0
6280,01229.8ddcde29a0f578173e251f8509c5b0ea,0,0,0,6,-0.0001024389,0
6281,01230.9b29026ab85c0a0bfdba617de748c186,0,0,0,6,3.4707744E-05,0
6282,01231.cf3d43bbf8c43e960cceaf0a68987fe3,0,0,0,6,0.0001259639,0
6283,01232.8077cd29af0f1eb3a7c1b125375d9a9e,0,0,0,6,-2.1619028E-06,0
6284,01233.fccdd783a75357fe29b39816a3a3f6f4,0,0,0,6,6.1204424E-05,0
6285,01234.538d99529a2f797af84e2aadebce58b7,0,0,0,6,-0.0002089433,0
6286,01235.3a679e506c7f862dda03736804009e92,0,0,0,6,0.0001376827,0
6287,01236.04db6f1d75fa021d6380b3bdb5e68635,0,0,0,6,-5.217216E-05,0
6288,01237.8118bdf78e98c631ffa4c979e203eb24,0,0,0,6,4.3595934E-05,0
6289,01238.4afe1f2e401797fca7e61add494054b8,0,0,0,6,6.1405626E-05,0
6290,01239.e0e538caae93690ba1b0e5c4b9b3f81e,0,0,0,6,-0.0002008078,0
6291,01240.00f6d270d359db77778ed33dd03bc193,0,0,0,6,-4.6370933E-05,0
6292,01241.f1e875c634edf56d4c0a6d557283b64d,0,0,0,6,6.545379E-05,0
6293,01242.f2fcc303c220f75b4abc85d45a9b40cf,0,0,0,6,0.0001202715,0
6294,01243.eeea5a548c863170deea55c4aac2f046,0,0,0,6,-4.3954766E-05,0
6295,01244.c690f6ce67e25f90d627bb526bf22d2d,0,0,0,6,7.263185E-06,0
6296,01245.44d8e6ea8ff7044b2181b262c78924c7,0,0,0,6,-1.9844256E-05,0
6297,01246.f1ce2b351f0bf13ea5426d363575671e,0,0,0,6,0.000020176,0
6298,01247.7f42ed95bbbc1c8d357422fe4a069642,0,0,0,6,3.347757E-05,0
6299,01248.5c4c3971e0d9f6ed510e246a14d414a2,0,0,0,6,8.416291E-05,0
6300,01249.8949e6dbf80be84147b2e2d088f726a2,0,0,0,6,0.0001277659,0
6301,01250.251cd2980fe50e11a32144c7b2addaee,0,0,0,6,9.662393E-05,0
6302,01251.699a25b1e5631ec1cffdfe4078535959,0,0,0,6,1.9792327E-05,0
6303,01252.fb08e6249d158136cdbcb0ebc563793a,0,0,0,6,-0.0001239218,0
6304,01253.f67e6599c65a5f89ab3b4f576f974c7d,0,0,0,6,-3.8343438E-05,0
6305,01254.0fd37a50af6403a2632ce79ed2d5b2f8,0,0,0,6,-4.602452E-05,0
6306,01255.d61d01eff7256b5b4e9ec26e75c7c1a2,0,0,0,6,8.5802894E-05,0
6307,01256.9494ea8b24d04fed1503e96c2f3a7a4d,0,0,0,6,7.915842E-06,0
6308,01257.e6fdbfb293cca6e8d422b2ea4e8936ad,0,0,0,6,6.5119784E-05,0
6309,01258.d1dbf074124593e44a94546a2067741d,0,0,0,6,5.4681284E-05,0
6310,01259.22a83d5195945ad55d623f65353e8c3f,0,0,0,6,0.000084136,0
6311,01260.c273caa5ba806db5a6dfd87261b397a1,0,0,0,6,-5.93206E-05,0
6312,01261.8335ae817bc240842df41dd7c3de2420,0,0,0,6,0.0001123534,0
6313,01262.7b18594e0276a4cb593a6408afa9c636,0,0,0,6,-3.0001656E-05,0
6314,01263.3bb6affa5c6c572955280dd0d5ae8ae7,0,0,0,6,-5.0751273E-06,0
6315,01264.df4dfa46001904d832d56d2eabd4894d,0,0,0,6,-2.0516487E-05,0
6316,01265.5ddc445febced0203c85d33b04a007d8,0,0,0,6,-4.7594665E-05,0
6317,01266.94f7e1cce0ec1935ca75d232e4dc684c,0,0,0,6,2.3054343E-05,0
6318,01267.0c40327f0086718a2bf75ff74d7aa5fb,0,0,0,6,-3.4969733E-05,0
6319,01268.280863c5d13405da77887dc3bbdb3071,0,0,0,6,-3.3198157E-05,0
6320,01269.4b518a53f76da3fd4d469c5e2e557340,0,0,0,6,0.000100018,0
6321,01270.db2a0585f2ba18c884352665b558eeee,0,0,0,6,0.000032762,0
6322,01271.fcb7759918a0e1a1f15aa3318cae1ed1,0,0,0,6,0.0001781128,0
6323,01272.291f542e3dcbcb81d8cda2961ce8977f,0,0,0,6,4.1134685E-05,0
6324,01273.01c1a03bb435b7cfba44cdd57f3a4221,0,0,0,6,-4.0004525E-05,0
6325,01274.0d083a2d3b30061efdc2cc73ee9e76e3,0,0,0,6,0.0001259501,0
6326,01275.768e4ed6bc161b039c2181d943af1412,0,0,0,6,-0.000074869,0
6327,01276.2492bcd768a07a92ee22c4762db629a2,0,0,0,6,0.0001691518,0
6328,01277.d7a43a4dd78dc466c8808f370ae2b2bb,0,0,0,6,-5.023711E-05,0
6329,01278.9db3c9972ed9e4e526010fff5d8e690f,0,0,0,6,-0.0001386853,0
6330,01279.36814a9e06b97502d59ec36a27a2adcc,0,0,0,6,-4.477094E-05,0
6331,01280.0a571b09b3344b0531a16339499b5a06,0,0,0,6,1.2240167E-05,0
6332,01281.c6dc8af12840f7e67f50ed2346e204de,0,0,0,6,-4.3571556E-05,0
6333,01282.952f95a3f941d49789fe39085ae3734b,0,0,0,6,9.882888E-05,0
6334,01283.6e24c23f56e6a4bfd0f06e9884dfbe0c,0,0,0,6,9.482337E-05,0
6335,01284.d66303890ebecd4423489414ca3d3b6e,0,0,0,6,3.1249157E-05,0
6336,01285.d0d97662f93c959244325cc414f96039,0,0,0,6,0.0001064049,0
6337,01286.f22588c4af17ed65ca88d59ac26f120e,0,0,0,6,9.878757E-05,0
6338,01287.b8f539c2cb3af2d8d62a9270eab0cbcc,0,0,0,6,0.0001001445,0
6339,01288.7e7f5571f0b3c773a0ead323b8a2d1b5,0,0,0,6,5.7793935E-05,0
6340,01289.10818e3dc6bacd14b05bd6521f8aaa27,0,0,0,6,0.0001609945,0
6341,01290.c34d994ff61cfc0f12de8158434a9b3e,0,0,0,6,7.3497344E-05,0
6342,01291.54c5040c1d26a7c505404e1038a5287c,0,0,0,6,0.0001383167,0
6343,01292.483e487ce52ebe78815349060f8aff71,0,0,0,6,-2.9843404E-05,0
6344,01293.1bfec3fa6ca7c5fbc5bd7ffdfe2c2780,0,0,0,6,5.475183E-05,0
6345,01294.7f208bf4ae152863fd40f25e2e121d49,0,0,0,6,7.202389E-05,0
6346,01295.1b31839d0a6ab3c696ab369b5b40c70f,0,0,0,6,0.0002051387,0
6347,01296.16fcf1ce6a407c71b1ea5ef04ded98f9,0,0,0,6,9.566356E-05,0
6348,01297.146414518ef3b2597af35179575faa9a,0,0,0,6,0.000262381,0
6349,01298.c00e52eb757de239c8863a7a01ea0544,0,0,0,6,0.0002540963,0
6350,01299.21bf6f0946fe21adc3e99db3e541ee57,0,0,0,6,8.071972E-05,0
6351,01300.bcd95d40246e03dcfcb088ab69a9c953,0,0,0,6,7.633817E-06,0
6352,01301.70c542928cad28bf273cc9d71d5f5d13,0,0,0,6,0.000086211,0
6353,01302.cbf42d4aed61e63dbe1a19ce484b7fde,0,0,0,6,0.0001088984,0
6354,01303.80dd19a2b1d8496c48396b630179b00f,0,0,0,6,4.38538E-05,0
6355,01304.af5f3a2d3a0a19785aeaeeb3d7e36040,0,0,0,6,0.0001118975,0
6356,01305.0dd9ad5503a8fd6b3678fe480ca4df68,0,0,0,6,9.1331676E-05,0
6357,01306.642dc8dce3771af294de84e167221354,0,0,0,6,0.0001282863,0
6358,01307.abdc5c227ec610efe718e993567eebc2,0,0,0,6,9.5183415E-05,0
6359,01308.27ef6351cd2bcfef79df9ec5b563afae,0,0,0,6,2.1607124E-05,0
6360,01309.2be013917de1be361da51fd194dd68cb,0,0,0,6,0.0001558494,0
6361,01310.7bfe2d833bc6cf1e5e1acd32de2a25bb,0,0,0,6,0.0002532894,0
6362,01311.b6a06b3e24130a32172b4c5225a1d5a6,0,0,0,6,0.0001310084,0
6363,01312.715fe5f6f31d47697d5a8f625fd2e49f,0,0,0,6,-1.31048955E-05,0
6364,01313.92d3b0f5d2597eb916ec1862e1c96c44,0,0,0,6,0.0002249615,0
6365,01314.4419666b80ae7608cfdc4b575b0d7c28,0,0,0,6,8.528616E-05,0
6366,01315.519742849e250ae76ac4148f5f7cbcd5,0,0,0,6,0.000044609,0
6367,01316.ba750fd796b2557fbfbbd3699ff90d25,0,0,0,6,0.0001774782,0
6368,01317.7fc86413a091430c3104b041a6525131,0,0,0,6,-9.797141E-07,0
6369,01318.193fb7308fee59bb4aa70cc72191b0b1,50,1,0,6,0.000096627,0
6370,01319.a0886c0d7051df2d7dca8574f4211e87,0,0,0,6,6.0640425E-05,0
6371,01320.099f7c8107914cf82efe156e8c7f09fc,0,0,0,6,0.000040211,0
6372,01321.b60952a220ebf684df40ccd25d7e1daf,0,0,0,6,0.0001010092,0
6373,01322.dc0ceb10b41192a02bdf543ca558ce95,0,0,0,6,8.568765E-05,0
6374,01323.8f994027cca214b6e0e7df2d443ff4cd,0,0,0,6,4.3494496E-05,0
6375,01324.23a1f5017a5531fca08d9ebe2f5b0537,0,1,0,6,0.0001162035,0
6376,01325.d94c9e1cca235f9f1bcecf469954490f,0,1,0,6,7.9899946E-05,0
6377,01326.b3210847a0d8621e380ac3e10606c497,0,1,0,6,8.316474E-05,0
6378,01327.ee3e5a3fe56844b27f05c2374dc53c21,0,0,0,6,0.0001333604,0
6379,01328.c8320d7add1a5a4021bc54c49bfdcb76,0,0,0,6,3.7130667E-05,0
6380,01329.b72433cdbd498ad546bae7dfd3c58c3c,0,0,0,6,-0.000057587,0
6381,01330.5148942334cb1166901d6f05a56864d9,0,0,0,6,0.0001568471,0
6382,01331.b40a16937c61ddfa8d0057b15eada675,0,0,0,6,-1.0430658E-05,0
6383,01332.67aa87ef51e1160548ee44dcbef73c42,0,0,0,6,-4.9871433E-06,0
6384,01333.2fe6c479eb5eb14b6284188771522355,0,0,0,6,0.0001388714,0
6385,01334.92ce4582a1572c01c53020632a26dfd6,0,0,0,6,-9.584392E-06,0
6386,01335.0781fc521909d45fcb210059a82cc505,0,0,0,6,8.1372826E-05,0
6387,01336.03d61f76f58b98d6c4c0f4f303994db4,0,0,0,6,0.0002077815,0
6388,01337.f4ddbcdd625e6ceca4a3dbc59f08079a,0,0,0,6,0.0002135048,0
6389,01338.cf2b7a6c2f872b9442d68609842d7d92,0,0,0,6,0.0002264331,0
6390,01339.66e2b87365ddf25f6f84a0dfcd89bb3e,0,0,0,6,0.000149951,0
6391,01340.c46ea4ebbefcffc6d221b218e17688ba,0,0,0,6,0.0001275529,0
6392,01341.0fa2744cb57e01038e5832556c40703d,0,0,0,6,0.0001888616,0
6393,01342.6c332f8cda7608c57d54c50114eb526c,0,0,0,6,0.0001615251,0
6394,01343.3fd8930d319df4bda5b59b537e5c6d43,0,0,0,6,8.043371E-05,0
6395,01344.afd86faffd3091513b285cd77c50d14f,0,0,0,6,0.0001202802,0
6396,01345.c40d5798193a4a060ec9f3d2321e37e4,0,0,0,6,2.3487388E-05,0
6397,01346.aa3fbf33029311844175e5d6a87aece9,0,0,0,6,-8.139546E-06,0
6398,01347.384098ec9f6f68cb98b23c7d27bed499,0,0,0,6,5.4548716E-05,0
6399,01348.097c29b68042a1d73710d49021577739,0,0,0,6,-3.4569814E-05,0
6400,01349.22ea9f2c5d135c39d01f56c830b15e41,0,0,0,6,-9.6648175E-05,0
6401,01350.089851ea485ec58d231d53908231de85,0,0,0,6,-3.498738E-05,0
6402,01351.9fae8f2dd157790b40cbab58163e2280,0,0,0,6,3.608911E-06,0
6403,01352.2df540c1e8fece832e0a869d30d04ec4,0,0,0,6,0.0002005768,0
6404,01353.de61bda933dc0bae0ddc630398d7b62f,0,0,0,6,5.9898262E-05,0
6405,01354.8e144e757b8d89ecc67627def316cc5f,0,0,0,6,-7.024819E-05,0
6406,01355.656b29d0ab8c8d02c0920b4799f4d207,0,0,0,6,-0.0001679806,0
6407,01356.8d72d21568fbfdd4aec060fa8826832a,0,0,0,6,-7.5033786E-05,0
6408,01357.102c99f3c387520d97c19c884c886355,0,0,0,6,0.0001407254,0
6409,01358.114d4d6ec3f1b50509de356f8b1267cc,0,0,0,6,4.8585407E-05,0
6410,01359.8252955a19112d1adb6abeef20ffb9ea,0,0,0,6,-0.0001158685,0
6411,01360.12e20ec23520b1c5515424bf77ed94c8,0,0,0,6,1.1392544E-05,0
6412,01361.6f023e661ef3d444c9f223c15bef529a,0,0,0,6,0.000260942,0
6413,01362.a63dddffa1f9903a480cd9aaaf6d16f3,0,0,0,6,0.0002693494,0
6414,01363.a176d11ee1b8c36d18c14d7f48b89dbc,0,0,0,6,7.9647085E-05,0
6415,01364.388f4e91846bf82b0ea60e9ca1244b43,0,0,0,6,8.8880915E-05,0
6416,01365.3550b6544685d5d0975194ef7932ae90,0,0,0,6,0.0001409828,0
6417,01366.d056f5bcd809ef8e1469af09f4050458,0,0,0,6,1.0956565E-05,0
6418,01367.539241fdb8190ea84532d6916046a903,0,0,0,6,0.0001038715,0
6419,01368.318bbc1f15c426911739e3386c17a229,0,0,0,6,-1.0202564E-05,0
6420,01369.88276f6e84725a779b2938a1c14c8082,0,0,0,6,-0.000170366,0
6421,01370.09e84ff72528ec10760ad8cdba827320,0,0,0,6,0.0001310493,0
6422,01371.15be3e2dbe698ba6468c57e18e93c391,0,0,0,6,4.002174E-05,0
6423,01372.ad286bcb58ca265f74e63e8bbbcdcd40,0,0,0,6,-6.3322186E-05,0
6424,01373.55c2a7811975ab50ef0a350992d3ad74,0,0,0,6,7.719858E-06,0
6425,01374.37db86d2e6be10df5e7daf89f16bcd8c,0,0,0,6,0.000056051,0
6426,01375.6f00c234834166a104c28ac16b5a2d1b,0,0,0,6,-2.347708E-05,0
6427,01376.efdd59f2e2f8ea1dab5a2822bfd57793,0,0,0,6,-1.494155E-05,0
6428,01377.349d629be608a9445fa9c605bd12532b,0,0,0,6,2.7496766E-05,0
6429,01378.363deaa0f90db14de13a4a676703826d,0,0,0,6,-0.0001569053,0
6430,01379.7b9367f184ed0a8c46b6c8562b86caf8,0,0,0,6,0.0003459817,0
6431,01380.e3fad5af747d3a110008f94a046bf31b,0,0,0,6,-0.000024295,0
6432,01381.044d1085f7fec8bb04229da3d7887424,0,0,0,6,0.0003036795,0
6433,01382.492cd22357b171e9cbbb2ed73f9d551f,0,0,0,6,0.0001944694,0
6434,01383.d00e3ef3abf47cc520aa8162bccd3a25,0,0,0,6,-1.0924365E-05,0
6435,01384.2bd485e2079e4f481e54b9d9aa8a3195,0,0,0,6,-0.0001762963,0
6436,01385.508a461a95c7420e52a29cf2c2cac912,0,0,0,6,9.0221736E-05,0
6437,01386.7019c4fe138653195097d8064c11cb80,0,0,0,6,1.7448443E-05,0
6438,01387.440c2de262b8b3040d75a66e0af81bfd,0,0,0,6,-0.0001693809,0
6439,01388.8bdd1ecbba6a6739b067fe88cd0fa281,0,0,0,6,5.568235E-05,0
6440,01389.e4cfb234aace4e12b2d9453686c911c9,0,0,0,6,-0.000089814,0
6441,01390.e377b9fcbb54f20570b42b5b37801dd8,0,0,0,6,-7.739855E-05,0
6442,01391.00e6f3a6dc816f22335f1b0fd6098eda,0,0,0,6,8.0265636E-05,0
6443,01392.6a9e94b131381aa631022fc1b6c9bdab,0,0,0,6,0.0001408486,0
6444,01393.40e9333a57d6f73d1eb2080a6b059848,0,0,0,6,7.745132E-05,0
6445,01394.b4dd1cece01b908f040e33493643c4a4,0,0,0,6,-4.906783E-06,0
6446,01395.65a2be0a7f93369c253c4bac543fdeb8,0,0,0,6,-5.1444556E-05,0
6447,01396.61983fbe6ec43f55fd44e30fce24ffa6,0,0,0,6,7.54601E-05,0
6448,01397.9f9ef4c2a8dc012d80f2ce2d3473d3b7,0,0,0,6,-1.6317188E-06,0
6449,01398.169b51731fe569f42169ae8f948ec676,0,0,0,6,6.620422E-05,0
6450,01399.ca6b00b7b341bbde9a9ea3dd6a7bf896,0,0,0,6,0.0002547532,0
6451,01400.f897f0931e461e7b2e964d28e927c35e,0,0,0,6,4.964025E-05,0
6452,0001.f0cf04027e74802f09f723cb8916b48e,52,1,1,6,5.5081804E-05,0
6453,0002.2fe846db6e3249836abdbfcae459bf2a,18,1,1,6,0.0005082963,0
6454,0003.0aa92b5f121c27c6e094fd89c6c89448,0,0,0,6,-5.41505E-05,0
6455,0004.409015be23edf1c42f319a870114664c,0,0,0,6,7.7474746E-05,0
6456,0005.ebf0581994d57466ee431c7e5cf7794d,74,1,0,6,-0.00001556,0
6457,0006.b14155850b5d2dd221534f5595515459,116,1,0,6,-0.0001081764,0
6458,0007.7f2ea3a532284cff3321e5ba159cdb50,0,1,1,6,-0.0001848489,0
6459,0008.aa277082dc0b40dedc51b2e758a115a9,71,1,1,6,-4.4377804E-05,0
6460,0009.2bc1d4efa31fc78edb6e4bd82f68023f,82,1,0,6,-9.65379E-05,0
6461,0010.a0f25ac43e31765f180d409984179eab,0,1,1,6,-0.0001284843,0
6462,0011.f05ea98120d5d24b79119896b16cef66,49,1,0,6,0.000022778,0
6463,0012.4886c21374847658730208b7804fe483,69,1,0,6,-0.0001014834,0
6464,0013.f35f66ce3e2c580dbb32b105e0f70c7d,67,1,1,6,-9.490228E-06,0
6465,0014.97d87718c6480f977d58fc65d985ca7e,57,1,0,6,0.0003138302,0
6466,0015.83cd6f657e9603870fae4eb810bc5995,52,1,1,6,7.754053E-05,0
6467,0016.78bb8fe3937725c2fa25f4c35049cbff,45,1,1,6,3.5596877E-05,0
6468,0017.24b9a958860c4e29ddf4e58b4dc31c7e,60,1,1,6,0.0001255845,0
6469,0018.4c0db481993d05a5a0d1ff09eb9faace,14,1,0,6,-0.0001290095,0
6470,0019.ae2729d4b8ec4324da2fe392fe4429d6,43,1,1,6,0.000050463,0
6471,0020.e5ece82dbfb6bc8e293f42622847cf4a,0,0,0,6,5.1274885E-05,0
6472,0021.7c2e9c94ea3ec3a3ea116f01d1a5e539,106,1,0,6,-0.0001751676,0
6473,0022.2988baa63bae8377269759384f4d73bc,53,1,0,6,3.4779176E-05,0
6474,0023.cb5d5eef370b20c455e62dd60f071fd9,19,1,1,6,7.5474585E-05,0
6475,0024.aed7657369f5d6cffe71818d06a8de42,58,1,1,6,-5.9670732E-05,0
6476,0025.15d4566a6f33d21e7f2fe5c452e1a9fe,0,1,1,6,4.0213225E-05,0
6477,0026.3824ad4c30f4e1bd3e3d37057e9359a6,0,1,1,6,-0.0002266091,0
6478,0027.67c81ed875f5095080aec2de21d50d70,52,1,1,6,-6.926247E-05,0
6479,0028.fd45453350359f2fca8fbf13ee44bf2d,60,1,1,6,-6.2994827E-06,0
6480,0029.cebbcfd6de93eb527880fdc53e71c9f1,51,1,1,6,-3.851324E-06,0
6481,0030.76c4bd87d3ccc6da6916ec5a5e08800d,25,1,1,6,0.0002276793,0
6482,0031.6d5310f0ef66bc099725be92aab80398,19,1,1,6,8.713617E-05,0
6483,0032.72c3e5f2fa8153c666ac73ce1fe69301,54,1,1,6,3.4119497E-05,0
6484,0033.6a01f21844e78eba1202be887c1d9473,52,1,1,6,0.0001066552,0
6485,0034.3b223f26d69f641451a5d95faa9cb564,80,1,0,6,-0.00006737,0
6486,0035.4fe7648654fa3fa1ae5379894f00474f,55,1,1,6,-0.0001178229,0
6487,0036.87385983942b734179f43c0d6a98877a,67,1,0,6,1.8498396E-05,0
6488,0037.31bd6e9b2333e081b4edcaa5db136f22,0,1,0,6,-0.0000385,0
6489,0038.9fc6b97854121a9c1dc34b0160620558,92,1,0,6,-0.0001021132,0
6490,0039.3607c74dc1b009386c48b366593ab199,0,0,0,6,-3.9839822E-05,0
6491,0040.2dd88939d59c472d733cdaf1f49e075a,0,1,1,6,-6.78099E-05,0
